what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123710856
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123711236
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123714608
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123719420
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1326123723632
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123723711
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123729049
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123729175
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123729943
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123738673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123743626
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123743708
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123745762
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123752171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123868709
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123883453
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123887609
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1326123887639
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123888117
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123899971
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123901718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1326123909893
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1326123916327
